clean_review,sentiment
빠른 결재 시스템 빨리 빵 구입하고 나올수 있었네요빵 종류가 너무 많아서 고르는데 힘들었지만 컷팅도 해주고 좋았어요 맛은 뭐 평범 어느새 랜드마크가 되버려서 안가기엔 뭐하게되버린 곳 여행 선물 좋아요,"[['환영/호의', 0.5810507535934448], ['감동/감탄', 0.8475340604782104], ['고마움', 0.8578459024429321], ['기대감', 0.5563254356384277], ['뿌듯함', 0.6920773983001709], ['편안/쾌적', 0.7392113208770752], ['즐거움/신남', 0.8411256074905396], ['행복', 0.8157809972763062], ['기쁨', 0.9560078978538513], ['안심/신뢰', 0.8913626074790955]]"
계산하는직원분 친절하셨고 집와서 먹으니까 맛있다 그정도은 아니지만 가성비는 있는거같아여,"[['환영/호의', 0.6906127333641052], ['감동/감탄', 0.7494500875473022], ['고마움', 0.7251742482185364], ['기대감', 0.6665229201316833], ['뿌듯함', 0.6345078945159912], ['편안/쾌적', 0.7144575715065002], ['즐거움/신남', 0.6199620962142944], ['행복', 0.5036801695823669], ['기쁨', 0.8582733273506165], ['안심/신뢰', 0.934406578540802]]"
튀김소보루 명란바게뜨 부추빵 이름모를 호두 든 빵 맛있었다,"[['감동/감탄', 0.8626841902732849], ['뿌듯함', 0.4262612462043762], ['즐거움/신남', 0.9434968829154968], ['행복', 0.8011839389801025], ['기쁨', 0.9176826477050781]]"
클라스가 있습니다 개성넘치는 빵 많아서 신세계로 온 기분이었습니다,"[['환영/호의', 0.45059701800346375], ['감동/감탄', 0.9619035720825195], ['기대감', 0.5390778183937073], ['뿌듯함', 0.5678545832633972], ['신기함/관심', 0.44909054040908813], ['즐거움/신남', 0.937465250492096], ['행복', 0.874058187007904], ['기쁨', 0.9303579926490784]]"
명랑바게트 존맛입니다,"[['환영/호의', 0.5939041972160339], ['감동/감탄', 0.8887122273445129], ['고마움', 0.4450148344039917], ['기대감', 0.5077367424964905], ['뿌듯함', 0.6564018130302429], ['편안/쾌적', 0.46940043568611145], ['즐거움/신남', 0.9724448919296265], ['행복', 0.9243329167366028], ['기쁨', 0.9739632606506348], ['안심/신뢰', 0.5086430907249451]]"
여긴 대전 빙수맛집입니다 여러분다른빙수 다 필요없고 논산빙수입니다 아시겠죠,"[['환영/호의', 0.5728627443313599], ['기대감', 0.8131312131881714], ['뿌듯함', 0.42760589718818665], ['없음', 0.5215724110603333], ['즐거움/신남', 0.9066977500915527], ['행복', 0.5336471199989319], ['기쁨', 0.6877911686897278]]"
이래서 사람들이 성심당 하는구나 튀김소보로 맛있고 비건빵도 표시되어 있음 종류 엄청 많고 저렴한 편,"[['환영/호의', 0.7248402237892151], ['감동/감탄', 0.9319799542427063], ['기대감', 0.7102537155151367], ['뿌듯함', 0.7122087478637695], ['편안/쾌적', 0.5164993405342102], ['신기함/관심', 0.6944530606269836], ['즐거움/신남', 0.8075979351997375], ['깨달음', 0.547253429889679], ['행복', 0.5593564510345459], ['기쁨', 0.8596397638320923], ['안심/신뢰', 0.8699897527694702]]"
가면 부추빵을 개는 사야지,"[['기대감', 0.627796471118927], ['없음', 0.673315703868866], ['즐거움/신남', 0.6545095443725586]]"
부추빵 맛있네요,"[['환영/호의', 0.5433453917503357], ['감동/감탄', 0.798689603805542], ['기대감', 0.43595457077026367], ['뿌듯함', 0.5321586728096008], ['편안/쾌적', 0.44827932119369507], ['신기함/관심', 0.5289910435676575], ['즐거움/신남', 0.9140346646308899], ['흐뭇함(귀여움/예쁨)', 0.40131446719169617], ['행복', 0.80980384349823], ['기쁨', 0.9236661195755005], ['안심/신뢰', 0.44504034519195557]]"
성심당 방문했는데 유명 빵집과 친절함과 적절한 가격이 좋았어요유명한 빵집은 손님을 대하는 태도나 매장관리가 실망스러웠는데 성심당은 본점 부띠끄 직원 목소리 톤이나 어투가 비슷하더라고요그만큼 직원 교육이나 기업마인드가 같아요빵도 부추빵 명란바게트 순크림빵 버터빵튀김소로로 가지 샀는데 만원 나왔어요 요즘 체인점빵 가격 생각하면 정말 가격도 착해요입맛은 달라서 빵맛은 호불호가 다르겠지만 지점 관리나 손님 대하는 모습이 아주 좋았어요,"[['환영/호의', 0.7630352973937988], ['감동/감탄', 0.9110434055328369], ['고마움', 0.8616446852684021], ['기대감', 0.6747052669525146], ['뿌듯함', 0.6658807992935181], ['편안/쾌적', 0.564671516418457], ['즐거움/신남', 0.5454602837562561], ['행복', 0.534935712814331], ['기쁨', 0.8692492246627808], ['안심/신뢰', 0.9508205056190491]]"
부추빵 맛이 박스에 포장판매하는거랑 낱개판매하는거랑 맛이 너무 달라요낱개판매하는거 하나먹고 맛있어서 가족들 주려고 튀소부추개 든거 샀는데 가격도 만원대였어요맛이 너무 달라서 황당하네요분명 만두같은 느낌이었는데 집에서 먹었는데 그냥 이도저도 아닌 맛 포장박스비땜에 그런건지 맛이 다른지 모르겠네요진짜 부추빵 튀소빼고 맛있었어요 기대엄청했는데 실망이에요,"[['불평/불만', 0.9889110326766968], ['화남/분노', 0.6763618588447571], ['안타까움/실망', 0.9498358964920044], ['의심/불신', 0.478394091129303], ['짜증', 0.890168309211731], ['어이없음', 0.7963168025016785], ['당황/난처', 0.80320805311203]]"
진짜 빵들도 저렴하고 맛있어요,"[['환영/호의', 0.6159091591835022], ['감동/감탄', 0.9355274438858032], ['고마움', 0.6719411611557007], ['기대감', 0.4976196885108948], ['뿌듯함', 0.6418347358703613], ['편안/쾌적', 0.581640362739563], ['즐거움/신남', 0.8473314642906189], ['행복', 0.8138173818588257], ['기쁨', 0.9492823481559753], ['안심/신뢰', 0.8149897456169128]]"
여기만한데가 별로 없네요,"[['환영/호의', 0.749036967754364], ['감동/감탄', 0.7498608827590942], ['고마움', 0.7465121150016785], ['기대감', 0.8382703065872192], ['뿌듯함', 0.7126264572143555], ['편안/쾌적', 0.7462725639343262], ['즐거움/신남', 0.5764954090118408], ['깨달음', 0.46924036741256714], ['행복', 0.5512051582336426], ['기쁨', 0.8330293297767639], ['안심/신뢰', 0.9588215351104736]]"
부추빵 신세계다,"[['환영/호의', 0.5187092423439026], ['감동/감탄', 0.9161771535873413], ['기대감', 0.492449551820755], ['뿌듯함', 0.42832380533218384], ['신기함/관심', 0.5394526720046997], ['즐거움/신남', 0.9735954999923706], ['흐뭇함(귀여움/예쁨)', 0.41436365246772766], ['행복', 0.9036375880241394], ['기쁨', 0.9593862891197205]]"
입장하고 많은 빵 종류에 눈 돌아가서 다 집어담음서울 근교 언저리 빵카페들보다 싼 가격에 맛은 더 좋음다만 주차 한시간주는게 불만이라 점 뺌,"[['불평/불만', 0.5143134593963623], ['환영/호의', 0.41824308037757874], ['기대감', 0.6690950393676758], ['안타까움/실망', 0.6154118776321411], ['뿌듯함', 0.41685283184051514], ['신기함/관심', 0.5028200149536133], ['어이없음', 0.43108877539634705], ['즐거움/신남', 0.7841400504112244], ['당황/난처', 0.5612344741821289], ['기쁨', 0.6292141675949097], ['안심/신뢰', 0.42529451847076416]]"
흰머리 주차관리 아저씨 싸가지가 무지하게없어요 먼저 우리가 왔으니까 앞에있겠죠 뒤차가먼저지않냐고 막 따지듯이 말하시더니 저희는 들어가지도 못하고 빠꾸당하고새치기절대안함그러더니 뒷차부터 들여보냈습니다어이없어서 걍 나왔어요 그냥 말투자체가 엄청 따지듯이 말하시네요,"[['불평/불만', 0.9722297191619873], ['화남/분노', 0.9666037559509277], ['짜증', 0.9845253825187683], ['어이없음', 0.8478381633758545], ['당황/난처', 0.5375076532363892]]"
솔직히 한국 최고의 빵맛은 아니지만가격도 좋고 맛도 맛있어요 솔직히 맛도 가격도 파바보다 훨 나아요 빵맛 평타이상이고선물로도 제격이에요 집 앞에 있었으면 일빵했을듯,"[['환영/호의', 0.802773118019104], ['감동/감탄', 0.8897133469581604], ['고마움', 0.6468415856361389], ['기대감', 0.859878659248352], ['뿌듯함', 0.631070613861084], ['편안/쾌적', 0.5966766476631165], ['신기함/관심', 0.411083459854126], ['즐거움/신남', 0.7077319622039795], ['행복', 0.551534116268158], ['기쁨', 0.8662363886833191], ['안심/신뢰', 0.9225637316703796]]"
군산 이성당을동네 빵집으로 만들어버리는 마성의 빵집그냥 고민하지마시고잡히는데로 드세요다 맛있습니다저는 요즘 카레고로케에 완전 꼬쳤습니다이건 뭐 핵존맛카레 진짜 맛있어요중독됬습니다신제품 명란바게트 바삭한 바게트에 명란명란 좋아하는 분 아주 좋아할듯참고로 저는 환장합니다이성당의 단팥빵먹고그냥 무지 달다는 느낌밖에 없었는데성심당의 단팥은적당히 달고 팥의 향이 엄청진하구요팥 알이 완전 살아있습니다부추빵도 아삭아삭한게 엄청 맛있구요이성당흥칫뿡성심당이 쵝오빵 사고으능정이 문화거리도 걸어보고스카이로드도 걸어보고옆에 시원하게있는 대전천도 걸어보고완벽합니다그리고 참고로 빵이 소화가 잘 됩니다,"[['환영/호의', 0.7109257578849792], ['감동/감탄', 0.9702780842781067], ['고마움', 0.412207692861557], ['기대감', 0.6988987922668457], ['뿌듯함', 0.7006412744522095], ['신기함/관심', 0.5730130076408386], ['즐거움/신남', 0.9770135283470154], ['행복', 0.8859499096870422], ['기쁨', 0.9683804512023926], ['안심/신뢰', 0.5947162508964539]]"
만족도 최고,"[['환영/호의', 0.5710294842720032], ['감동/감탄', 0.9095368981361389], ['고마움', 0.7122937440872192], ['뿌듯함', 0.5946739912033081], ['편안/쾌적', 0.4383266270160675], ['즐거움/신남', 0.9260228872299194], ['행복', 0.9177037477493286], ['기쁨', 0.967279851436615], ['안심/신뢰', 0.5907074213027954]]"
들어 가면 행복해지는 곳대전 가면 꼭 들려요,"[['환영/호의', 0.6942190527915955], ['감동/감탄', 0.634055495262146], ['고마움', 0.567248523235321], ['기대감', 0.856803297996521], ['뿌듯함', 0.5633766651153564], ['편안/쾌적', 0.7060397863388062], ['아껴주는', 0.49509018659591675], ['즐거움/신남', 0.5944375991821289], ['깨달음', 0.4588795304298401], ['행복', 0.8103035092353821], ['기쁨', 0.8256184458732605], ['안심/신뢰', 0.8150078654289246]]"
말해 뭐해 눈이 즐겁고 숙소가서 맛이 즐겁고,"[['감동/감탄', 0.6550658345222473], ['뿌듯함', 0.44703054428100586], ['즐거움/신남', 0.9758524298667908], ['행복', 0.9198142290115356], ['기쁨', 0.9674830436706543]]"
가격에 아주 만족했구요 카레빵이 매콤하니 맛있었단 생각만 나네요,"[['환영/호의', 0.5270516872406006], ['감동/감탄', 0.8609473705291748], ['고마움', 0.6558894515037537], ['뿌듯함', 0.5928112864494324], ['편안/쾌적', 0.572224497795105], ['즐거움/신남', 0.9314752221107483], ['행복', 0.8496508598327637], ['기쁨', 0.96612149477005], ['안심/신뢰', 0.7038822174072266]]"
갈때마다 먹고 싶은 빵은 품절이지만 먹어보면 계속 찾게 되는 최고의 빵집,"[['환영/호의', 0.7820175290107727], ['감동/감탄', 0.9260066151618958], ['고마움', 0.7103843688964844], ['기대감', 0.8966951966285706], ['뿌듯함', 0.668648362159729], ['편안/쾌적', 0.6681063771247864], ['신기함/관심', 0.42533010244369507], ['즐거움/신남', 0.8520396947860718], ['깨달음', 0.4070841073989868], ['행복', 0.8579282760620117], ['기쁨', 0.9311413764953613], ['안심/신뢰', 0.857241153717041]]"
대전 자체,"[['환영/호의', 0.4037657678127289], ['감동/감탄', 0.44665396213531494], ['기대감', 0.41460275650024414], ['신기함/관심', 0.5906347632408142], ['없음', 0.7677799463272095], ['즐거움/신남', 0.5521594285964966], ['기쁨', 0.4202125072479248]]"
서울에서 종종 사먹었는데 본점은 진짜 차원이 다르게 맛있었어요 이거때문에 대전 가고픔,"[['환영/호의', 0.6334275007247925], ['감동/감탄', 0.9727795720100403], ['기대감', 0.833061695098877], ['뿌듯함', 0.45623674988746643], ['신기함/관심', 0.6339036822319031], ['즐거움/신남', 0.8204994797706604], ['깨달음', 0.43093249201774597], ['놀람', 0.4505806565284729], ['행복', 0.6470822095870972], ['기쁨', 0.8367694616317749], ['안심/신뢰', 0.5834553837776184]]"
대기줄 컨트롤을 하던가 튀소 세트 판매줄을 따로 빼서 안내하던가 할 필요성 있음복잡시러움,"[['불평/불만', 0.8571100234985352], ['안타까움/실망', 0.5802001357078552], ['짜증', 0.7745718955993652], ['귀찮음', 0.6132280826568604], ['부담/안_내킴', 0.52154141664505]]"
대전 가면 꼭 들려야 하는곳,"[['기대감', 0.88199383020401], ['신기함/관심', 0.661355197429657], ['없음', 0.8259220719337463], ['깨달음', 0.4407249391078949]]"
맛있음 파바만 먹은 인생 후회스럽다,"[['감동/감탄', 0.7558327317237854], ['안타까움/실망', 0.747943103313446], ['깨달음', 0.7112154960632324]]"
튀김소보루가 젤 별루고 다른빵은 다 맛있음,"[['불평/불만', 0.7686986327171326], ['환영/호의', 0.46201518177986145], ['기대감', 0.5387040376663208], ['안타까움/실망', 0.8530152440071106], ['안심/신뢰', 0.523658275604248]]"
외지인들은 잘 모르는 대한민국 유일의 성심당 부띠끄점입니다 일반 성심당과 달리 케익 롤 위주로 판매합니다두 말할 필요없습니다 보기에도 이쁜 빵들이 맛도 있습니다 가격은 빠바랑 비슷합니다 제가 방문해 본 빵집 중에 가성비 최강입니다 가능만 하다면 케익살 일이 있으면 무조건 여기서 사고 싶습니다크리스마스나 여타 기념일에는 사람이 터져나가 길게 줄을 서야하고 주말에도 사람이 많습니다커피 음료는 팔지 않으며 앉아서 먹을 곳도 없습니다,"[['환영/호의', 0.8054747581481934], ['감동/감탄', 0.9185858964920044], ['고마움', 0.8623783588409424], ['기대감', 0.8077011704444885], ['뿌듯함', 0.6753215193748474], ['편안/쾌적', 0.5843836665153503], ['즐거움/신남', 0.5635856986045837], ['행복', 0.587375819683075], ['기쁨', 0.86705482006073], ['안심/신뢰', 0.9571531414985657]]"
맛납니다 가격이 비싼게 흠이지만 직원들도 친절하고 빵 종류도 많고요 좋아요,"[['환영/호의', 0.6818435192108154], ['감동/감탄', 0.7429034113883972], ['고마움', 0.7996209263801575], ['기대감', 0.5240112543106079], ['안타까움/실망', 0.6538887023925781], ['뿌듯함', 0.5566921234130859], ['편안/쾌적', 0.6530254483222961], ['즐거움/신남', 0.46916288137435913], ['행복', 0.5326920747756958], ['기쁨', 0.8350266218185425], ['안심/신뢰', 0.8900918364524841]]"
전국구 빵집,"[['환영/호의', 0.7991913557052612], ['감동/감탄', 0.5513514876365662], ['기대감', 0.9071339964866638], ['신기함/관심', 0.7614799737930298], ['아껴주는', 0.4758268892765045], ['없음', 0.5907512307167053], ['즐거움/신남', 0.5976526141166687], ['안심/신뢰', 0.47883713245391846]]"
빵 정말 맛있네요,"[['감동/감탄', 0.9257522821426392], ['즐거움/신남', 0.9089610576629639], ['행복', 0.8104543685913086], ['기쁨', 0.9291286468505859]]"
튀소 고구마튀소 초코튀소 포함 이것저것 샀는데 빵 종류만 엄청 많지 그렇게 유명한지는 모르겠던데요 초코딸기 소보루에 크림은 아무맛도 안나고 블루베리 파이는 세상 빵빵하게 생겨서 종이두께로 깔려있고 튀소는 그냥 고로케같던데 문앞에 서계시던 직원도 불친절했어요,"[['불평/불만', 0.9945845007896423], ['화남/분노', 0.8557083010673523], ['안타까움/실망', 0.9456891417503357], ['의심/불신', 0.5323551297187805], ['짜증', 0.9616218209266663], ['어이없음', 0.8797889351844788], ['당황/난처', 0.8042795658111572]]"
명성에 비해서 그렇게 특별하게 맛있는지는 모르겠지만 빵이 갓 구워서 다 따뜻했네요,"[['감동/감탄', 0.5801495313644409], ['안타까움/실망', 0.6554358005523682], ['신기함/관심', 0.4812210202217102], ['즐거움/신남', 0.42961767315864563], ['깨달음', 0.5308214426040649], ['기쁨', 0.47951388359069824], ['안심/신뢰', 0.46199527382850647]]"
가격도 저렴하며 맛도 좋습니다,"[['환영/호의', 0.7418859601020813], ['감동/감탄', 0.8245072960853577], ['고마움', 0.7810678482055664], ['기대감', 0.6653175354003906], ['뿌듯함', 0.66890549659729], ['편안/쾌적', 0.7189984917640686], ['즐거움/신남', 0.749485433101654], ['행복', 0.7285219430923462], ['기쁨', 0.9266958832740784], ['안심/신뢰', 0.9206044673919678]]"
충남 대전의 자부심,"[['환영/호의', 0.7864986062049866], ['감동/감탄', 0.7526949644088745], ['존경', 0.4050305485725403], ['기대감', 0.8098250031471252], ['뿌듯함', 0.541971743106842], ['신기함/관심', 0.42676201462745667], ['아껴주는', 0.5327692627906799], ['없음', 0.6062076091766357], ['즐거움/신남', 0.6172683835029602], ['행복', 0.5358491539955139], ['기쁨', 0.5884615182876587], ['안심/신뢰', 0.6535317301750183]]"
대기 많다는 건 인기가 많다는 것근데 맛은좋,"[['환영/호의', 0.5459864139556885], ['감동/감탄', 0.618137776851654], ['기대감', 0.7587419152259827], ['신기함/관심', 0.8136398196220398], ['즐거움/신남', 0.5859419107437134], ['깨달음', 0.641920268535614], ['기쁨', 0.44558319449424744], ['안심/신뢰', 0.6188973784446716]]"
사람많음튀김소보루는 맛있음,"[['환영/호의', 0.4899347424507141], ['감동/감탄', 0.505072295665741], ['기대감', 0.4985214173793793], ['뿌듯함', 0.5558696985244751], ['편안/쾌적', 0.5008429288864136], ['신기함/관심', 0.42861151695251465], ['없음', 0.41375434398651123], ['즐거움/신남', 0.8333579897880554], ['행복', 0.4590532183647156], ['기쁨', 0.7628719210624695], ['안심/신뢰', 0.5962013006210327]]"
맛있는빵 종류도 많고 좋아요,"[['환영/호의', 0.6868560910224915], ['감동/감탄', 0.7208269238471985], ['고마움', 0.6214162111282349], ['기대감', 0.7108949422836304], ['뿌듯함', 0.6886845827102661], ['편안/쾌적', 0.7585594058036804], ['즐거움/신남', 0.8346280455589294], ['행복', 0.7905153036117554], ['기쁨', 0.9228578209877014], ['안심/신뢰', 0.863681435585022]]"
튀소도 맛있다만 보문산메아리가 최고임,"[['환영/호의', 0.7110953330993652], ['감동/감탄', 0.828336775302887], ['기대감', 0.7223806977272034], ['뿌듯함', 0.5196002721786499], ['신기함/관심', 0.5186907649040222], ['즐거움/신남', 0.7833979725837708], ['행복', 0.42039161920547485], ['기쁨', 0.6890649199485779], ['안심/신뢰', 0.6188039183616638]]"
뭘 먹어도 맛있는 대전의 자랑 빵집,"[['환영/호의', 0.8413496613502502], ['감동/감탄', 0.9155741930007935], ['고마움', 0.83683180809021], ['기대감', 0.6733794212341309], ['뿌듯함', 0.7515620589256287], ['편안/쾌적', 0.6650985479354858], ['아껴주는', 0.7722001075744629], ['즐거움/신남', 0.9073882102966309], ['흐뭇함(귀여움/예쁨)', 0.5793119668960571], ['행복', 0.9619618058204651], ['기쁨', 0.9707323908805847], ['안심/신뢰', 0.7843117117881775]]"
평일 오전인데도 불구 사람 많았음북적북적 신제품 초코튀소 의외로 맛이 넘 좋아서 감격 갠적으로 부추빵 튀소는 별로 특히 튀소는 여러개 사는 분 많은데 당일 먹을거 적당히 사는게 좋을듯 아무래도 튀긴거라 담날되면 기름이 절어서 겁나 맛없어짐 당일 먹기엔 바삭하고 맛있음 후렌치파이랑 순크림빵도 샀는데 넘나 평범 별점은 초코튀소가 다했다,"[['불평/불만', 0.5223860144615173], ['환영/호의', 0.6003679633140564], ['감동/감탄', 0.7423222661018372], ['고마움', 0.44473904371261597], ['기대감', 0.6381896138191223], ['안타까움/실망', 0.7199237942695618], ['뿌듯함', 0.5584188103675842], ['편안/쾌적', 0.5260273218154907], ['신기함/관심', 0.4124484658241272], ['즐거움/신남', 0.8357865810394287], ['당황/난처', 0.44037240743637085], ['행복', 0.5634640455245972], ['기쁨', 0.8670310974121094], ['안심/신뢰', 0.700750470161438]]"
신메뉴 그만 나와라다이어트가 힘들아아,"[['불평/불만', 0.8941292762756348], ['지긋지긋', 0.49892252683639526], ['안타까움/실망', 0.6781849265098572], ['짜증', 0.8280163407325745], ['힘듦/지침', 0.4232902228832245], ['부담/안_내킴', 0.4049966335296631], ['재미없음', 0.5757795572280884]]"
빵은 너무맛있는데 단점은 사람이 들이 많아서 북적북적 하다는 거예요 코로나가 걱정되는 분은 안 셔도 좋음,"[['불평/불만', 0.5463898777961731], ['기대감', 0.4381047487258911], ['안타까움/실망', 0.885084867477417], ['깨달음', 0.41321107745170593], ['당황/난처', 0.4237016439437866], ['안심/신뢰', 0.5372803807258606]]"
보통 유명한 곳은 가격이 비싼데여기는 가격도 적당하고맛도 있네요튀김소보로 맛있어요,"[['환영/호의', 0.6928732395172119], ['감동/감탄', 0.8196082711219788], ['고마움', 0.4983048439025879], ['기대감', 0.7350533604621887], ['뿌듯함', 0.5848807096481323], ['편안/쾌적', 0.6206139326095581], ['신기함/관심', 0.48902446031570435], ['즐거움/신남', 0.6277234554290771], ['깨달음', 0.42093461751937866], ['행복', 0.5055920481681824], ['기쁨', 0.8302269577980042], ['안심/신뢰', 0.8902987837791443]]"
의외로 꽤나 괜찮은 가격막 나와서 김치튀김주먹밥 같은 걸 샀는데 후회했습니다 너무 느끼해요,"[['불평/불만', 0.9366390705108643], ['안타까움/실망', 0.9623268246650696], ['짜증', 0.47179943323135376], ['당황/난처', 0.4842991828918457], ['재미없음', 0.4922845661640167]]"
맛있는 빵이 너무 많음,"[['감동/감탄', 0.5053325891494751], ['즐거움/신남', 0.8501429557800293], ['행복', 0.6623533964157104], ['기쁨', 0.7666143178939819]]"
성심당 맛있오,"[['환영/호의', 0.6572715044021606], ['감동/감탄', 0.7703056335449219], ['기대감', 0.6471453905105591], ['뿌듯함', 0.44659683108329773], ['즐거움/신남', 0.8935198187828064], ['행복', 0.7897583842277527], ['기쁨', 0.9024677276611328], ['안심/신뢰', 0.43715935945510864]]"
빵은 맛있지만 진짜 정신이 없어요입장 인원 제한이 필요한 듯 합니다,"[['불평/불만', 0.9792527556419373], ['안타까움/실망', 0.9571578502655029], ['짜증', 0.7331724762916565]]"
대전에 올 이유가 충분해지는 맛,"[['환영/호의', 0.6021228432655334], ['감동/감탄', 0.7690589427947998], ['기대감', 0.9301913380622864], ['뿌듯함', 0.5922151803970337], ['편안/쾌적', 0.4711989164352417], ['신기함/관심', 0.5071386098861694], ['즐거움/신남', 0.6835746169090271], ['깨달음', 0.6750465035438538], ['행복', 0.5498438477516174], ['기쁨', 0.7131306529045105], ['안심/신뢰', 0.8162652850151062]]"
여명 평가에 점 각자의 맛있네 맛없네 이정도 표본에 점수면 수준급의 빵집이란 얘기죠 갈때마다 맛있게 먹습니다,"[['환영/호의', 0.7594093680381775], ['감동/감탄', 0.9221357703208923], ['고마움', 0.7626895904541016], ['존경', 0.5300378799438477], ['기대감', 0.6061903238296509], ['뿌듯함', 0.6864460110664368], ['신기함/관심', 0.5186203718185425], ['즐거움/신남', 0.4868055582046509], ['깨달음', 0.40759965777397156], ['놀람', 0.41035720705986023], ['기쁨', 0.7376653552055359], ['안심/신뢰', 0.9390600919723511]]"
맛있는 빵들이 괜찮은 가격이 판매되는 곳튀소보다 맛있는 빵들 엄청 많음,"[['환영/호의', 0.46097636222839355], ['기대감', 0.4717159569263458], ['우쭐댐/무시함', 0.4175214171409607], ['신기함/관심', 0.4476434290409088], ['없음', 0.7713347673416138], ['깨달음', 0.49085134267807007], ['안심/신뢰', 0.5589958429336548]]"
넘 감사합니다번창하세요,"[['환영/호의', 0.8360984921455383], ['감동/감탄', 0.7746567726135254], ['고마움', 0.8876190185546875], ['존경', 0.4158135652542114], ['기대감', 0.44498616456985474], ['아껴주는', 0.5735846757888794], ['즐거움/신남', 0.6999734044075012], ['행복', 0.8111633062362671], ['기쁨', 0.9000632762908936], ['안심/신뢰', 0.4792638123035431]]"
짱맛잇어여,"[['환영/호의', 0.5239852070808411], ['감동/감탄', 0.8654216527938843], ['즐거움/신남', 0.9720673561096191], ['행복', 0.8760544657707214], ['기쁨', 0.9590677618980408]]"
방문하기에 괜찮네요,"[['환영/호의', 0.6516973376274109], ['고마움', 0.4743713140487671], ['기대감', 0.8084933161735535], ['뿌듯함', 0.47723549604415894], ['편안/쾌적', 0.6995901465415955], ['기쁨', 0.5774340033531189], ['안심/신뢰', 0.9289224147796631]]"
여기서 진짜배기는 플레인 크루와상이다,"[['감동/감탄', 0.536967933177948], ['기대감', 0.6158206462860107], ['우쭐댐/무시함', 0.530990719795227], ['비장함', 0.4039413630962372], ['신기함/관심', 0.6197422742843628], ['없음', 0.7242338061332703], ['깨달음', 0.5435683131217957]]"
빵들이 뭐 다 년전 가격종류도 많고 맛있네요다만 커피를 안파네요 위에 식당이라 음식냄새에 가져가서 먹기 주변 카페 와서 허락맡고 먹었네요,"[['불평/불만', 0.8902638554573059], ['안타까움/실망', 0.8711495995521545], ['짜증', 0.4623504877090454], ['어이없음', 0.43758857250213623], ['귀찮음', 0.4001096189022064], ['당황/난처', 0.8191688656806946], ['안심/신뢰', 0.5213741064071655]]"
무겁다싶게 빵을 샀는데 만원대였어요 저렴하고 맛있고 너무 좋습니다 수도권에 많이 생기면 파리바게트 다 망할겁니다초코튀소가 아주 맛있어요 진한 초콜릿이 소보로 튀김의 기름맛과 바삭함이 어우러져 최고였어요 명란바게트 저렴하고 명란도 많고 아주 괜찮습니다부추빵은 예전에 맛있게 먹은 기억이 있는데 안 먹어서 그런지 특별하지 않았어요,"[['환영/호의', 0.7314655780792236], ['감동/감탄', 0.9432401061058044], ['고마움', 0.6615278124809265], ['기대감', 0.6921098828315735], ['뿌듯함', 0.7685360908508301], ['편안/쾌적', 0.6803016662597656], ['즐거움/신남', 0.9563840627670288], ['행복', 0.9022334814071655], ['기쁨', 0.9746844172477722], ['안심/신뢰', 0.8190310001373291]]"
튀소튀소구마초코튀소 다 맛있는데 초코튀소가 너무 맛있었음 가면 초코튀소 여러 개 사와야겠음부추빵은 기대이하라서 다시 안 먹을 듯 싱거웠다 명란바게트는 지금까지 먹어본 명란바게트 중에 가장 명란이 많이 들었고 쌌음 무조건 재구매작은메아리 기대 전혀 안 했는데 부모님이 가장 맛있어하심 바삭하고 달달해서 맛있었음다른 종류 다 쓸어오고싶다 전체적으로 다 싸서 가심비 굳굳,"[['환영/호의', 0.72694993019104], ['감동/감탄', 0.9414902925491333], ['고마움', 0.5641593337059021], ['기대감', 0.7816081643104553], ['뿌듯함', 0.5911009311676025], ['편안/쾌적', 0.46541842818260193], ['신기함/관심', 0.45596396923065186], ['즐거움/신남', 0.9068182110786438], ['행복', 0.7398170232772827], ['기쁨', 0.9299945831298828], ['안심/신뢰', 0.7443347573280334]]"
합리적인 가격에 맛있는 빵을 먹을 수 있음우연히 간 시간에 명란바게트가 나와서 먹었는데 맛있었어요 크림빵도 맛있음,"[['환영/호의', 0.6196193695068359], ['감동/감탄', 0.922685980796814], ['고마움', 0.6350160837173462], ['기대감', 0.5981832146644592], ['뿌듯함', 0.6943390965461731], ['편안/쾌적', 0.5933402180671692], ['즐거움/신남', 0.9646719694137573], ['행복', 0.9246083498001099], ['기쁨', 0.978847324848175], ['안심/신뢰', 0.6975491642951965]]"
빵 맛있음 깔끔하고 다양하고,"[['환영/호의', 0.62215656042099], ['감동/감탄', 0.903439462184906], ['고마움', 0.5241546034812927], ['기대감', 0.46867501735687256], ['뿌듯함', 0.6725904941558838], ['편안/쾌적', 0.6046598553657532], ['즐거움/신남', 0.9162596464157104], ['행복', 0.8275686502456665], ['기쁨', 0.9568718075752258], ['안심/신뢰', 0.76329106092453]]"
빵 맛있어요,"[['환영/호의', 0.4177972376346588], ['감동/감탄', 0.8061953783035278], ['즐거움/신남', 0.9342058300971985], ['행복', 0.8532509803771973], ['기쁨', 0.9436744451522827]]"
