date,score,review
2022.09.07.,5.0,
2022.09.05.,5.0,오랜만에 잠봉뵈르랑 카프레제 샌드위치 먹고 싶어서 갔는데 좋았어요~^^ 다른 곳 잠봉뵈르랑 다르게 잠봉이 진짜 듬뿍 들어서 먹기 힘들 정도네요 ㅎㅎ
2022.09.05.,5.0,"점심시간에 2층 테라스키친에 갔는데 노인 분들도 계셔서 의외였습니다. 요즘 식당처럼 새로운 셀프서비스 방식에 익숙치 않으셨는데, 직원 분들도 친절히 알려드리고 도와드렸습니다.성심당이 1956년도 부터였으니, 그 노인 내외 분들도 젊었을 적에 성심당에서 데이트하셨을 것이고, 늙어서도 60년전 기억을 떠올리며 여전히 성심당에서 데이트하시는 것 같았습니다.1~20대 커플과 7~80데 커플이 나란히 즐길 수 있는 장소는 대한민국 어디를 가봐도 보기 어려울 것 같네요. 멋진 곳입니다!"
2022.09.02.,5.0,가격도 착하고 좋네요
2022.09.02.,5.0,대전에 오는 모든 이가 다 좋게 여기는 일을 하는곳
2022.08.31.,5.0,
2022.08.29.,5.0,
2022.08.28.,5.0,
2022.08.28.,2.0,20/08/23빵집 앞은 금연구역으로 정했으면...그 앞에서 담배피는 인간들 진짜줄서있는데 연기 다 날라옴.즉석 샌드위치 손 닿게 잡고서는다시 내려놓는 무개념도 있더라구요.직원이 다시 가져가야 한다니까그제서야 다시 가져감.옆에 부띠끄는 작은 케익 타르트 등등을비닐로 다 싸놓은 것이 인상적이었음.사람이 너무 많은데다가그냥 진열해놓으면 끔찍한데.본점 빵집은 그냥 빵들 진열해놔서 좀...아무리 회전률이 좋아도비닐이라도 덮었으면 합니다...몇달 후에 다시 방문했었는데비닐 하나 덮여있지 않구요 여전히.그 많은 사람들이 들어오는데그대로 다 노출되고.....그리고 빵 고르면서 왜그리 얘기가 많은지그냥 담으면 되지계속 말하면서 고르는 사람들.마스크라도 안썼으면빵들은 더욱더 그 먼지에 비말에다 뒤집어 썼을듯.22/08/27전쟁같은 빵사기....줄서다가 자기가 빵 쟁반 엎어놓고다시 빵 골라야한다고 짜증내는얼른 치워주는 직원 대단.계산 줄 좀 정리했음 하네요....너무 정신이 없음.
2022.08.23.,5.0,맛나요
2022.08.23.,5.0,초코 튀소가 미쳤음초코 튀소는 모든 사람들이 먹어야함특히 단거 좋아하는 사람이라면 필수임 bb
2022.08.22.,5.0,"전주 풍년제과, 군산 이성당, 대전 성심당, 서울 태극당...다 본점에서 먹어봤지만 내기준 최고는 성심당이다..직원분들 친절도와 자부심도 최고인듯어떤분이 빵 집다가 떨어뜨렸는데 직원분이 웃으면서 괜찮다고 좋은하루 보내시라고 하셨던게 생각난다!"
2022.08.21.,5.0,
2022.08.19.,5.0,
2022.08.17.,5.0,
2022.08.16.,5.0,
2022.08.15.,5.0,말이 필요 없는 곳. 너무 맛있고 가성비도 좋아요 최고!
2022.08.15.,5.0,대전이라 쓰고 성심당이라고 부르는 이유를 보름산 메아리 한입을 물고 나서 깨달았습니다
2022.08.14.,5.0,
2022.08.14.,5.0,ㅇㅇ
2022.08.13.,5.0,성심당은 진리
2022.08.12.,5.0,맛있게 잘 먹었습니다
2022.08.12.,5.0,왜 성심당 성심당하는지 알겠어요문닫을 시간에 가서 빵이 몇가지 없었지만 다 맛있는 빵이었어요.달달하지 않고 건강한 맛도 나고요.피아만주 . 오징어먹물방망이 . 야채고로케 . 작은메아리 . 화쏘브레드그 다음날까지 다 맛있게 먹었습니다.시그니처 튀소를 못산게 아쉽네요.다음에는 꼭 일찍가서 먹어보기를...
2022.08.11.,5.0,이 가격에 이 맛이라니 대박이네요
2022.08.11.,4.0,가족들이 좋아했어요!!
2022.08.11.,5.0,
2022.08.09.,4.0,튀김소보로 맛집이지만 튀소는 안먹었어요ㅋㅋㅋㅋㅋ가성비 좋은 빵집이에요!대전 갈일 있으면 또 들릴거같아요
2022.08.05.,5.0,
2022.08.05.,5.0,소문만 익히 들었다가 방문했는데 품질이 너무나 훌륭할 뿐 아니라 가격이 놀랍네요. 빵을 4개골랐는데 7천원이 넘지 않았습니다. 또 방문하고 싶습니다.
2022.08.04.,5.0,
2022.07.29.,4.0,가성비가 아주 훌륭한 집!
2022.07.25.,5.0,막 엄청나다는 아니지만 항상 맛있고.언제나 같은 맛이라 좋은 곳.
2022.07.24.,5.0,
2022.07.24.,5.0,앱에 영업시간 표시 잘못돼있어요~일요일 6시반에도 성업중이네요
2022.07.24.,5.0,빵 다 맛있음
2022.07.23.,5.0,맛있어요
2022.07.23.,5.0,
2022.07.18.,5.0,돈 주고 사 먹지만 혜택 받는 느낌. 다양한 빵들이 맛이 좋아서 시간을 내 하나하나 맛보고 싶은 곳. 게다가 가격도 요즘 물가 생각하면 비싸지 않아서 좋습니다.
2022.07.14.,5.0,
2022.07.14.,4.0,대전 대표 베이커리!
2022.07.10.,5.0,굳
2022.07.06.,5.0,성심당 사랑해요 라고 남기려 했는데 바로 이전 리뷰가 그렇게 쓰여있네요 ㅋㅋ
2022.07.02.,5.0,빵 맛있음
2022.06.27.,5.0,빵집이 거기서 거기라는 생각을 바꿔준 곳빵보단 밥을 좋아하는데도 여기 빵은 맛있다사라다빵이 특히 ♪♩♪♩..
2022.06.24.,4.0,"[가심비 2/5 , 맛 4/5]대전 명물 성심당 빵의 퀄리티랑 맛은 정말 좋다튀소 , 초코튀소 , 명란바게트 , 우유빵 먹어는걸 추천어떠한 빵을 먹어도 퀄리티가 높아서 언제나 만족함"
2022.06.23.,4.0,초코튀소 맛있네욤
2022.06.21.,5.0,
2022.06.19.,5.0,
2022.06.19.,5.0,튀김 소보로 너무 맛있네요 주에 한두가는 먹고싶은데 너무멀어요 대전 ㅠ
2022.06.19.,1.0,기름빵이네요소화 안되고 신물 올라오네요
2022.06.18.,5.0,밑에 대전분이 평범한 동네 빵집이라고 하셨는데...대전분이시라서 빵에 대한 기준이 싱향평준화 되신듯요 역시 빵의도시! 작은메아리가 찐입니다 진짜 살짝 에어프라이기에 돌리고 살짝 굳을때까지 식혔다가 먹으면 겉바속촉의 환상의 맛 가능하구요 튀소도 냉동실에 얼려놨다가 에어프라이기 돌려서 드세요 안에 팥 다 안녹아도 맛있고 따뜻한걸 원하시면 에어프라이기로 돌리기+ 빵 반 갈라서 전자렌지에 살짝 데워먹으면 겉바속촉 또 가능합니다. 존맛탱이구요!!! 근데 진짜 갈때마다 사람 너무 많카서 힘들어요 ㅠㅠ
2022.06.17.,5.0,명란바게트 진짜 너무 맛있어요 그리고 소금빵도 맛있어요
2022.06.16.,4.0,평범한 동네 빵집인데 다른 지역에서 온 사람들은 맛있다고 난리다. 본점보다는 케잌부띠끄에서 파는 디저트류가 비싸긴 해도 더 맛있다. 튀소나 부추빵이 상대적으로 유명한데 다른 빵들은 아무때나 먹어도 되지만 얘네들은 식으면 맛이 떨어지니 따끈할때 먹길 추천한다.
2022.06.16.,5.0,빵이 너무 맛있어요! 아무리 사도 돈이 아깝지 않는 집!
2022.06.14.,5.0,개마싯
2022.06.13.,5.0,어릴때 친구들이랑 시식빵으로 배채우게 해주셔서 감사해요 이제는 갈때마다 두손가득 사오는걸로 보답하고있어요 ㅎㅎ
2022.06.13.,5.0,친구랑 여행 갔을 때 들렸었는데 빵이 정말 맛있었어요 ㅎㅎㅎㅎㅎㅎ 빵지순례~ 아주 성공적 !
2022.06.12.,5.0,대전에서 제일 재미있는 관광지 입니다
2022.06.12.,5.0,성심당이 단순히 유명한 지역빵집인 줄 알았습니다. 하지만 성당기사단 훈장까지 받은 지역사회에 선한 영향력을 끼치는 곳일 줄은 몰랐습니다. 한 번 꼭 가보고 싶네요
2022.06.12.,5.0,대전 대표 빵집 최고!!
2022.06.12.,5.0,빵지순례 성공!
2022.06.11.,5.0,대전과 교황님이 인정하신 성기사가 운영하는여튼 흥해라
2022.06.10.,5.0,사람많고 줄서는데 대형빵집답게 체계가 잘 잡혀있어서 그닥 불편하다는 생각을 못했음.. 신기함.. 대전사람들 부러움..
2022.06.08.,5.0,대전 올때마다 무조건 들릅니다.맛있어요. 빵 한가득 사서 내려갑니니다.
2022.06.05.,5.0,
2022.06.04.,5.0,
2022.06.01.,3.0,빵은 따뜻할때 먹는걸로
2022.05.31.,5.0,성심당 존맛탱 ㄹㅇ 전국에서제일맛있음
2022.05.29.,5.0,
2022.05.28.,4.0,맛집 북마크
2022.05.28.,5.0,
2022.05.27.,5.0,대전은 성심당밖에 없음
2022.05.27.,5.0,n년 전 여기서 먹은 부추빵을 아직도 그리워하고 있음...
2022.05.25.,5.0,참 맛있는 빵집이네요
2022.05.19.,5.0,성심당이 당연하게 생각하고 살았는데딴지방가서 살다가 가끔 와서 보니 최고네요. 이 가격에 이 품질에 종류도 맛도 최고!
2022.05.19.,5.0,직원분들 엄청 친절하시고 빵도 맛있어요
2022.05.13.,5.0,
2022.05.12.,5.0,
2022.05.11.,4.0,(22.5)튀소구마 : 아주 괜찮음. 아이도 어른도 맛있었음.부추빵 : 단맛 짠맛 없는 담백한빵. 빵 자체는 폭신한 식감.올리브샌드위치 : 올리브 치아바타빵. 담백한 샌드위치. 단맛없음. 마요네즈같은 크림 들어감. 맥모닝보다 싱거운맛. 난 그냥 그런데 맛있다는 사람 있음.오보름달: 안에 팥들음. 그럭저럭. 겉이 옥수수가루인듯치즈케이크같은빵: 약간 젤리 식감의 치즈. 그럭저럭. 아이는 엄청 좋아함. 그래서 두 번 사먹음.소금크로와상: 담백하고 소금부분은 약간 짭짤. 맛있음.전반적으로 빵이 담백하고 맛있었음~튀소구마 1박스 강력추천.
2022.05.10.,5.0,
2022.05.09.,4.0,포스가 느껴짐대전의 문화?
2022.05.08.,5.0,
2022.05.08.,4.0,
2022.05.02.,5.0,
2022.05.02.,2.0,A/R 이무성씨 불친절해서 굉장히 불쾌합니다. 선물세트용 포장하는데 서서 주문하니 째려보면서 앞사람꺼 포장 안끝났다고 퉁명스럽게 말하고 뒷 사람들이 주문할때는 나와있는 세트 그냥 가져가면 된다고 손님이 먼저 오면 안내부터 하면 되는데 사람 다 기다리게한 다음 말하는건 뭔지.. 다른 직원분들은 바빠보이셔도 다 친절하시던데 이 분 때문에 성심당에 대한 이미지 완전 최악입니다. 서비스부터 다시 교육하시길바랍니다.
2022.04.30.,5.0,
2022.04.25.,1.0,
2022.04.24.,5.0,"유명한 곳인데 가격이 다른 곳보다 저렴해서 놀랐어요. 샌드위치, 호밀빵 라인에 있는 빵들 다 맛있어요. 부띠끄점도 맛있었던걸로 기억하는데 대전 올 때마다 성심당은 꼭 들려야겠어요."
2022.04.22.,5.0,"주말에 가면 줄이 길긴 한데,, 빵을 계속 구우셔서 저녁에 가도 남은 빵이 많더라고요. 초코소보루 진.짜 맛있습니다!"
2022.04.20.,4.0,
2022.04.12.,1.0,사람이 너무많음
2022.04.02.,5.0,튀소먹으러 자주들립니다. 좋아한는 베이커리중 하나에요.
2022.03.30.,5.0,"사람 겁나 많음,그럴만함. 맛있어요..!"
2022.03.29.,1.0,포인트 사용하려면 카드가 꼭 있어야 한다니까 참고하세요~ 근데 오랜만에 본점 간건데 직원들 너무 불친절하네요.. 평일 오전이라 사람도 없어서 한산했는데 뭐가 그렇게 불만인건지..?
2022.03.23.,5.0,카라멜우유푸딩떠먹는수플레케이크순수롤
2022.03.17.,5.0,생딸기우유생크림케이크 맛나용샌드위치도 맛있어요
2022.03.14.,5.0,ㅠㅠㅠㅠ 맨날 먹고싶다
2022.03.10.,5.0,동생이랑 작년에 갔던곳
2022.03.09.,5.0,
2022.03.07.,5.0,9시에 2층 마감노잼도시 머전의으능정이거리 최고 명소빵 존맛탱임요
2022.03.04.,5.0,
2022.03.03.,5.0,"순크림빵이 진짜 맛있어요!!튀김소보루로 성심당의 이름을 알게 되고, 순크림빵으로 성심당의 팬이 된다고 해도 과언이 아님!!!"
2022.03.02.,1.0,과대평가된 빵집
2022.03.01.,4.0,
2022.02.26.,5.0,
2022.02.20.,5.0,부추빵은 매우 건강한 부추의 맛만 납니다...!
2022.02.18.,5.0,"안녕하십니까? 저는 식사빵보단 달달한 디저트빵 좋아하는 대전 현지 빵순이입니다.초코튀소, 빅매치, 작은메아리, 앙버터, 퀸아망제 입맛과 비슷한 분들은 이 다섯개 사시면 될 것 같아요.. 앙버터는 잘라달라고 하면 잘라주십니다.."
2022.02.18.,3.0,튀김소보로 평범! 일부러 찾아갔는데 아쉬움
2022.02.12.,4.0,튀김소보루는 예상한 그맛 그대로. 잠봉뵈르가 맛있네 버터가 약간 적은 듯 하지만 햄을 좋은 거 쓰는 듯.
2022.02.10.,5.0,"성심당의 단점은 단 하나,, 이곳의 빵을 맛보면 다른 곳의 빵을 먹고 만족할 수 없다... 한달에 한 번 꼭 갈겁니다. 소금빵과 보문산 메아리 미쳤어요 다른 곳의 소금빵&몽블랑과 비교할 수 없습니다.별점기준★ 다신 가지 않을 곳★★ 평균 이하, 내 돈 주고는 안 갈 곳★★★ 평범. 평균은 하는 곳★★★★ 맛있어서 주변에 추천 가능한 곳★★★★★ 인생 맛집"
2022.02.08.,2.0,대전 친구들 보러 간 김에 일부러 본점으로 갔어요11시였는데도 사람 많아서 정신 없었네요나중엔 밖에 긴 줄이 있던...제일 유명한 튀김 소보루는 단 맛 좋아하는 입에도 너무 달아서 과했고 이외에도 여러 종류 먹었는데 취향에 안 맞는 빵들이었는지.. 생각 보단 그냥 그랬네요 ㅠ.ㅠ 아쉽
2022.02.06.,5.0,
2022.02.06.,4.0,
2022.02.01.,3.0,"난... 잘 모르겠다. 대전 갈때마다 성심당 자주 갔었는데, 튀김 소보루나 야채빵... 이런거 타 지역에서 파는, 특히 서울 지방가면 흔히 볼 수준이었다. 좀 과대평가 된 부분이 있지 않았나 싶다. 하긴.. 모든 것이 낙후된 대전이라면, 여기서는 우수하지 싶다."
2022.01.27.,5.0,대전 갈때마다 가는 곳! 주차장 제공해주니 여행객들에게도 편합니다. 명란바게트빵 맛있고 튀김소보루는 두말하면 입아프죠. 더 맛있는 빵 추천받아 또 가고싶네요.
2022.01.23.,5.0,"빵지순례 다녀왔습니다주말이라 사람 엄청 많았고 주차는 전용 주차장 이용해서 1시간 무료 이용권 받았습니다4만원, 2만원 나눠서 2번 샀는데 주차권은 기계에 한 장만 들어가네요 ㅋㅋ튀소 하나 때문에 다녀왔는데 진짜 맛나요 .. 최고에요 ㅠ"
2022.01.22.,5.0,빵지순례하러 대전 간 사람입니다ᰔ 제가 만약 나중에 대전에 살게 된다면 그 이유 중 하나는 성심당일거에요ㅋㅋ 요즘 빵집들 이런저런 이유로 가격 많이 올리던데 성심당은 언제나 가격이 혜자여서 부담없는 곳이에요! 저는 튀소구마랑 초코튀김소보로파:)
2022.01.18.,5.0,사람이 워낙 많아서 당연히 편리함보단 불편함이 있을수 있어요. 동네빵집을 생각하면 안됩니다. 가격이 크게 비싸지 않고 대전을 대표하는 요소중 하나로 자리잡은만큼 자랑스럽네요.
2022.01.17.,2.0,"직원 불친절.1.16 9시 40분경 구매.포크 넣어달라는 말 3번을 했는데 대답 안 함.다른 고객 계산중이라 해도 대답 못하는 상황 아니었고, 아님 잠시 기다려달라고 말하면 될 걸, 그냥 조용히 무시하는 직원은 여기서 처음 봄.원래 직원들 친절했는데 근래 들어 성심당의 유명세를 직원들이 치르게 함.빵맛도 예전만 못하면서.요거트롤, 순수롤도 마찬가지.구매한 요거트롤 안에 청포도 알갱이가 껍질채 통째로 들어있어 당황.전에는 키위, 파인애플 등 껍질 벗기는 과일만 들어감.빵에 넣는 과일 상할까봐 안 씻는다는 얘기 들었는데, 농약 범벅 수입 청포도가 씻지도 않고 크림과 섞여 빵 안에 들어가 있다고 생각하면 생각만 해도 끔찍.생크림 케익 위에 올려진 것 건져내기라도 하지.성심당 빵 먹고 소화 안 되고 속 거북하기도 이번이 처음."
2022.01.17.,5.0,
2022.01.16.,3.0,
2022.01.15.,5.0,"빵수니라 대전에 주기적으로 가고 싶어졌습니다.특히, 순크림빵이 미쳤습니다 ♥️군산 이성당, 전주 풍년제과 등 유명한 곳들을 가봤지만 명성 = 맛집인 곳은 여기 뿐이라 생각해요 ! 가격도 비싸지 않습니다.케익부띠끄도 꼭 들러보세요"
2022.01.11.,2.0,일반 카페나 빵집보다 불친절함
2022.01.10.,5.0,
2022.01.06.,5.0,
2022.01.06.,3.0,포장 구매 편해서 좋았습니다.
2022.01.04.,5.0,
2021.12.29.,3.0,평소엔 괜찮은데 크리스마스케이크는 비추.언제 만들어 놨는지 크림 다 무너지고 오래된 맛이 남.
2021.12.28.,2.0,지난 23일 가져온 생크림케익에서 우유 비린내가 심하게 많이 나서 아쉬웠네요. 크리스마스 주문이 많아서 그런가보다 하면서 먹긴 했는데.. 많이 아쉽네요.
2021.12.25.,5.0,동네 빵집보다 저렴하고 다양하고 맛나고 최고예요
2021.12.23.,5.0,
2021.12.19.,5.0,맛있는 빵이 많아서 좋다
2021.12.19.,5.0,"딸기롤케이크 최고입니다.부추빵, 튀김소보로는 왜 유명한지 모르겠네요.성심당은 딸기롤케이크가 최고네요."
2021.12.11.,5.0,근본이 흘러넘치는 빵집입니다튀김소보로 아니어도 존맛
2021.12.11.,5.0,최고. 대전 살면 맨날 갈텐데..
2021.12.09.,5.0,자꾸 생각나는 맛
2021.12.08.,5.0,맛있어요
2021.12.06.,3.0,꼭 불친절한 직원이 있어요  튀김소보로 싸는 놈
2021.11.29.,5.0,역시 성심당
2021.11.27.,5.0,튀김소보로빵 맛있습니다.다른빵도 맛있어요.게다가 대표적 노잼도시 대전에서그나마 가장 번화가라서 좋습니다.
2021.11.24.,5.0,여기만한 빵집 없지요..
2021.11.18.,5.0,유명한 빵집이라 그런지 항상 사람들이 많아요. 개인적으로 그 빵이나 저 빵이나 별반 차이를 못 느끼지만 워낙 유명해서 간혹 대전에 놀러갔다 올 때 성심당 빵 사가지고 갑니다.
2021.11.18.,4.0,주차공간만 좀 더 있으면 좋겠네요
2021.11.14.,5.0,성심당이 있어서 행복이 일주일이 갑니다.가기전 기대 이틀 눈으로 보는 하루 바게트로 4일 식빵
2021.11.14.,2.0,소문보다는 별로네요
2021.11.13.,5.0,
2021.11.07.,5.0,
2021.11.07.,5.0,싸고 맛있음사람이 너무 많아서 불편
2021.11.04.,4.0,
2021.10.27.,5.0,맛있어요~
2021.10.24.,5.0,성심당 말해뭐해 모든게 존맛탱 bbbbb
2021.10.18.,5.0,친구가 선물해줘서 먹어봤는데 참 맛있네요
2021.10.08.,4.0,가격좋고 맛있고 좋아요
2021.10.06.,5.0,
2021.09.29.,5.0,좋아요
2021.09.29.,5.0,
2021.09.28.,4.0,홀리.. 빵집에 사람 이르케 많은거 처음봄약간 처음가면 동공지진 혼돈의 카오스..하지만 빵은 존맛탱..
2021.09.26.,4.0,유명한 소보루와 부추빵은 별로. 다른빵은 괜찮다
2021.09.25.,5.0,클라스가 다르네요. 1층에서 빵사서 2층에서 여유롭게 먹고 갈 수 있으니 참고 하세요.
2021.09.20.,5.0,맛있어요!!♡☆☆☆☆☆강추강추강추강추!!!!!
2021.09.20.,5.0,이 정도 유명세에 변함없이 맛있는 빵집은 드문듯. 페스츄리나 크로와상 같이 결이 많은 빵 안 좋아하는데 여기 보문산메아리 먹고 맛있어서 감탄...
2021.09.18.,5.0,맛있어요
2021.09.15.,5.0,
2021.09.15.,3.0,진짜 간만에 먹오보는 소보로 대전에 들리면 꼭 먹어야함
2021.09.15.,5.0,
2021.09.14.,5.0,종류도 다양하고 너무 맛있어요 !!
2021.09.11.,5.0,디저트는 맛있는데 빨대가 근본없는 종이빨대라 빡칩니다
2021.09.11.,5.0,전국 빵투어를 다녀본 결과 나에게는 최고의 빵집.케이크 진짜진짜 맛있어요 정말 살살 녹음ㅠㅠ홀케잌은 일단 계산하고 번호표 받고 기다려서 받아가야 하는데 처음에 순서를 몰라서 오래 기다렸어요. 엄청 오래 기다렸는데 케이크가 맛있어서 짜증따위 안났던곳. 대전가면 반드시 가서 조각케이크라도 뫼셔옵니다ㅋㅋ 가격도 일반 동네빵집 가격이랑 비슷해요 요즘 빵 가격이 미쳐서 이 맛에 이 가격이면 감사한 수준ㅠㅠ
2021.09.11.,1.0,
2021.09.07.,4.0,아이들도 좋아하고  만족합니다.
2021.09.05.,5.0,대전의랜드마크
2021.09.03.,5.0,빵 종류 완전 많아요!근데 사람도 많아요2층에 테이블은 자주 안치우시는거같아요
2021.09.02.,5.0,빵맛이 최고
2021.09.02.,4.0,비가 많이 오는 날에도 사람이 무척 많아요~빵 종류도 엄청 많고요~ 쏘~ 쏘~
2021.08.31.,5.0,대전의 명물성심당본점보다 무조건 들러야함
2021.08.30.,4.0,빵돌이들은 눈 돌아가버려
2021.08.27.,5.0,"담배와 커피는 끊고 술은 거의 안마시고, 밀가루 하나 남은 사람으로서, 성심당, 이성당, 이봉구제과는 제가 좋아하는 빵집들인데요. 요즘 빵들이 달아서 저는 식빵이나 호밀빵 또는 카스테라를 즐기는 편입니다.한 오륙 년만에 성심당을 가봤는데, 빵의 신세계가 펼쳐져 있더군요. 종류별로 2/3 이상 먹어봤는데 평점 4.5 이상 주고 싶네요. 천천히 변화하는 모습이 좋고 세계를 리더하는 빵집으로 거듭나길 기원합니다. 짝짝짝짝~"
2021.08.25.,5.0,마늘빵존맛탱♡
2021.08.23.,5.0,집에서 2시간거린데 여기하나만보고 5번은 간듯
2021.08.22.,5.0,최고..♡
2021.08.21.,5.0,세계 최고의 빵집
2021.08.17.,4.0,빠른 결재 시스템 때문에 빨리 빵 구입하고 나올수 있었네요~빵 종류가 너무 많아서 고르는데 힘들었지만 컷팅도 해주고 좋았어요! 맛은 뭐 ㅋㅋㅋ 평범 하지만 어느새 랜드마크가 되버려서 안가기엔 뭐하게되버린 곳~~ 여행 선물? 로 좋아요
2021.08.12.,4.0,계산하는직원분 친절하셨고 집와서 먹으니까 와 맛있다 그정도은 아니지만 가성비는 있는거같아여!
2021.07.29.,5.0,"튀김소보루, 명란바게뜨, 부추빵, 이름모를 호두 든 빵 모두 맛있었다."
2021.07.27.,5.0,클라스가 있습니다. 개성넘치는 빵 많아서 신세계로 온 기분이었습니다
2021.07.22.,5.0,
2021.07.19.,5.0,명랑바게트 존맛입니다ㅠㅠㅠ
2021.07.16.,5.0,
2021.07.13.,5.0,"여긴 대전 빙수맛집입니다 여러분.다른빙수 다 필요없고 ""논산빙수""입니다. 아시겠죠?"
2021.07.08.,5.0,이래서 사람들이 성심당 하는구나... 튀김소보로 맛있고 비건빵도 표시되어 있음 종류 엄청 많고 저렴한 편
2021.07.03.,5.0,
2021.06.29.,5.0,
2021.06.28.,5.0,다음에 가면 부추빵을 10개는 사야지..
2021.06.26.,5.0,
2021.06.24.,5.0,아주 굿!!!
2021.06.13.,4.0,부추빵 맛있네요~!!
2021.06.10.,5.0,"성심당 방문했는데 다른 유명 빵집과 다른 친절함과 적절한 가격이 좋았어요유명한 빵집은 손님을 대하는 태도나 매장관리가 실망스러웠는데 성심당은 본점, 부띠끄 직원 모두 목소리 톤이나 어투가 비슷하더라고요그만큼 직원 교육이나 기업마인드가 다른 것 같아요빵도 부추빵, 명란바게트, 순크림빵, 버터빵,튀김소로로 5가지 샀는데 1만원 나왔어요~ 요즘 체인점빵 가격 생각하면 정말 가격도 착해요~입맛은 모두 달라서 빵맛은 호불호가 다르겠지만 지점 관리나 손님 대하는 모습이 아주 좋았어요"
2021.06.07.,1.0,"부추빵 맛이 박스에 포장판매하는거랑 낱개판매하는거랑 맛이 너무 달라요....낱개판매하는거 하나먹고 맛있어서 가족들 주려고 튀소6,부추6개 든거 샀는데 가격도 2만원대였어요.맛이 너무 달라서 황당하네요.분명 만두같은 느낌이었는데 집에서 먹었는데 그냥 이도저도 아닌 맛..? 포장박스비땜에 그런건지, 왜 맛이 다른지 모르겠네요..?진짜 부추빵 튀소빼고 맛있었어요. 기대엄청했는데 좀 실망이에요.."
2021.06.05.,5.0,진짜 빵들도 저렴하고 맛있어요
2021.05.30.,4.0,여기만한데가 별로 없네요
2021.05.26.,5.0,부추빵 신세계다
2021.05.25.,4.0,입장하고 많은 빵 종류에 눈 돌아가서 다 집어담음서울 근교 언저리 빵카페들보다 싼 가격에 맛은 더 좋음다만 주차 시간 한시간주는게 불만이라 1점 뺌
2021.05.25.,1.0,
2021.05.25.,5.0,
2021.05.24.,1.0,여기 흰머리 주차관리 아저씨 싸가지가 무지하게없어요. 먼저 우리가 왔으니까 앞에있겠죠... 뒤차가먼저지않냐고 막 따지듯이 말하시더니 저희는 들어가지도 못하고 빠꾸당하고(새치기절대안함)그러더니 뒷차부터 들여보냈습니다..어이없어서 걍 나왔어요ㅎㅎ^^ 그냥 말투자체가 엄청 따지듯이 말하시네요ㅎㅎㅎㅎㅎㅎ
2021.05.18.,5.0,찐.
2021.05.17.,5.0,(솔직히 한국 최고의 빵맛은 아니지만ㅎㅎ)가격도 좋고 맛도 맛있어요. 솔직히 맛도 가격도 파바보다 훨 나아요 ㅠㅠ빵맛 모두 평타이상이고ㅠ선물로도 제격이에요. 집 앞에 있었으면 1일1빵했을듯
2021.05.07.,5.0,"군산 이성당을동네 빵집으로 만들어버리는 마성의 빵집~!!!그냥 고민하지마시고잡히는데로 드세요~!!다 맛있습니다~저는 요즘 카레고로케에 완전 꼬쳤습니다~!!!이건 뭐 핵존맛~!!!카레 진짜 맛있어요~중독됬습니다~!!신제품 명란바게트 바삭한 바게트에 명란~...명란 좋아하는 분 이라면 아주 좋아할듯~...참고로 저는 환장합니다~^^이성당의 단팥빵먹고그냥 무지 달다는 느낌밖에 없었는데,성심당의 단팥은적당히 달고, 팥의 향이 엄청진하구요~팥 알이 완전 살아있습니다~!!부추빵도 아삭아삭한게 엄청 맛있구요~이성당~???흥~칫~뿡~....ㅋㅋㅋ성심당이 쵝오~!!!빵 사고,으능정이 문화거리도 걸어보고스카이로드도 걸어보고,옆에 시원하게있는 대전천도 걸어보고,완벽합니다~!!그리고 참고로 빵이 소화가 잘 됩니다~"
2021.05.06.,5.0,만족도 최고
2021.05.05.,5.0,들어 가면 행복해지는 곳.대전 가면 꼭 들려요
2021.05.03.,5.0,말해 뭐해~ 눈이 즐겁고 숙소가서 맛이 즐겁고
2021.04.26.,5.0,가격에 아주 만족했구요. 카레빵이 매콤하니 맛있었단 생각만 나네요.
2021.04.21.,4.0,
2021.04.19.,5.0,갈때마다 먹고 싶은 빵은 품절이지만 먹어보면 계속 찾게 되는 최고의 빵집
2021.04.19.,5.0,대전 그 자체
2021.04.17.,5.0,서울에서 종종 사먹었는데 본점은 진짜 차원이 다르게 맛있었어요 이거때문에 대전 또 가고픔 ㅠ
2021.04.14.,5.0,
2021.04.12.,1.0,
2021.04.11.,1.0,"대기줄 컨트롤을 하던가, 튀소 세트 판매줄을 따로 빼서 안내하던가 할 필요성 있음복잡시러움"
2021.04.06.,5.0,대전 가면 꼭 들려야 하는곳
2021.04.05.,5.0,
2021.04.01.,4.0,맛있음 . 파바만 먹은 인생 후회스럽다
2021.03.27.,5.0,튀김소보루가 젤 별루고 ㅎㅎ 다른빵은 다 맛있음 !
2021.03.27.,5.0,"외지인들은 잘 모르는 대한민국 유일의 성심당 부띠끄점입니다. 일반 성심당과 달리 케익, 롤 위주로 판매합니다.두 말할 필요없습니다. 보기에도 이쁜 빵들이 맛도 있습니다. 그런데 가격은 빠바랑 비슷합니다. 제가 방문해 본 빵집 중에 가성비 최강입니다. 가능만 하다면 케익살 일이 있으면 무조건 여기서 사고 싶습니다.크리스마스나 여타 기념일에는 사람이 터져나가 길게 줄을 서야하고, 주말에도 사람이 많습니다.커피 등 음료는 팔지 않으며 앉아서 먹을 곳도 없습니다."
2021.03.27.,5.0,
2021.03.26.,4.0,맛납니다. 가격이 비싼게 좀 흠이지만 직원들도 친절하고 빵 종류도 많고요. 좋아요.
